ccm4_0_12_ctrl_domain,ccm4_0_12_ctrl_title,ccm4_0_12_ctrl_id,ccm4_0_12_ctrl_specification,ccm4_0_12_ctrl_maps2_aicpa_2017_ctrls,ccm4_0_12_ctrl_maps2_aicpa_2017_gap_level,ccm4_0_12_ctrl_maps2_aicpa_2017_addendum,ccm4_0_12_ctrl_maps2_ccmv3_0_1_ctrls,ccm4_0_12_ctrl_maps2_ccmv3_0_1_gap_level,ccm4_0_12_ctrl_maps2_ccmv3_0_1_addendum,ccm4_0_12_ctrl_maps2_cis_v8_ctrls,ccm4_0_12_ctrl_maps2_cis_v8_gap_level,ccm4_0_12_ctrl_maps2_cis_v8_addendum,ccm4_0_12_ctrl_maps2_isf_sogp_2022_ctrls,ccm4_0_12_ctrl_maps2_isf_sogp_2022_gap_level,ccm4_0_12_ctrl_maps2_isf_sogp_2022_addendum,ccm4_0_12_ctrl_maps2_iso_270xx_pre_2022_ctrls,ccm4_0_12_ctrl_maps2_iso_270xx_pre_2022_gap_level,ccm4_0_12_ctrl_maps2_iso_270xx_pre_2022_addendum,ccm4_0_12_ctrl_maps2_iso_2700x_2022_ctrls,ccm4_0_12_ctrl_maps2_iso_2700x_2022_gap_level,ccm4_0_12_ctrl_maps2_iso_2700x_2022_addendum,ccm4_0_12_ctrl_maps2_nist_800_53r5_ctrls,ccm4_0_12_ctrl_maps2_nist_800_53r5_gap_level,ccm4_0_12_ctrl_maps2_nist_800_53r5_addendum,ccm4_0_12_ctrl_maps2_nist_csf_1_1_ctrls,ccm4_0_12_ctrl_maps2_nist_csf_1_1_gap_level,ccm4_0_12_ctrl_maps2_nist_csf_1_1_addendum,ccm4_0_12_ctrl_maps2_nist_csf_2_0_ctrls,ccm4_0_12_ctrl_maps2_nist_csf_2_0_gap_level,ccm4_0_12_ctrl_maps2_nist_csf_2_0_addendum,ccm4_0_12_ctrl_maps2_pci_dss_v3_2_1_ctrls,ccm4_0_12_ctrl_maps2_pci_dss_v3_2_1_gap_level,ccm4_0_12_ctrl_maps2_pci_dss_v3_2_1_addendum,ccm4_0_12_ctrl_maps2_pci_dss_v4_0_ctrls,ccm4_0_12_ctrl_maps2_pci_dss_v4_0_gap_level,ccm4_0_12_ctrl_maps2_pci_dss_v4_0_addendum
Datacenter Security,Surveillance System,DCS-10,"Implement, maintain, and operate datacenter surveillance systems
at the external perimeter and at all the ingress and egress points to detect
unauthorized ingress and egress attempts.
",No Mapping,Full Gap,The full V4 control specification is missing from TSC 2017 and has to be used to close the gap.,"DCS-02
DCS-07
DCS-08",Partial Gap,"Missing specification(s) in CCMv3.0.1:
'maintain datacenter surveillance systems'",No Mapping,Full Gap,The full V4 control specification is missing from CISv8.0 and has to be used to close the gap.,"PE1.2
PE2.3",No Gap,N/A,No Mapping,Full Gap,The full V4 control specification is missing from the ISOs and has to be used to close the gap.,"27001: A.7.4
27002: 7.4 (a)",No Gap,N/A,"PE-6
PE-6(1)-(3)",No Gap,N/A,"PR.AC-2
DE.CM-2
DE.CM-3
DE.CM-6
DE.CM-7",No Gap,N/A,"PR.AA-06
DE.CM-02",Partial Gap,"Missing specification(s) in the CSF: 
'all ingress and egress points documented'
'Retain access control records on a periodic basis as deemed appropriate by the organization'.","9.1.1
9.1.1a
9.1.1b",No Gap,N/A,9.2.1.1,No Gap,N/A
Datacenter Security,Unauthorized Access Response Training,DCS-11,"Train datacenter personnel to respond to unauthorized ingress or
egress attempts.
","CC1.4
CC6.4",Partial Gap,"Recommend the full V4 control specification to be used to close the gap.
Portion in the mapped control(s) contributing to the partial gap, that
is, covering in part the V4 control:
(CC1.4) 'Provides Training to Maintain Technical Competencies'
(CC6.4) 'Creates or Modifies Physical Access'.",HRS-09,Partial Gap,"Recommend the full V4 control specification to be used to close the gap.
Portion in the mapped control(s) contributing to the partial gap, that is, covering in part the V4 control: (HRS-09) 'All individuals with access to organizational data shall receive appropriate awareness training relating to their professional function relative to the organization.'",14.6,Partial Gap,"Missing specifications in CISv8.0:
'Train datacenter personnel.'","PM2.1
PM2.3",No Gap,N/A,"27001: 7.2
27001: A.16.1.1
27001: A.16.1.2
27001: A.16.1.3
27001: A.7.2.2",Partial Gap,"Missing specification(s) in ISOs:
'datacenter personnel' (training)'","27001: 7.2
27001: A.5.24
27001: A.6.3
27001: A.6.8
27002: 5.24 (d,e)
27002: 6.8 (e)",Partial Gap,"Missing specification(s) in ISOs:
'datacenter personnel' (training)'","AT-3
AT-3(2)
IR-2
IR-2(1)-(3)",No Gap,N/A,"RS.CO-1
PR.AT-1
PR.AT-5",No Gap,N/A,"PR.AT-01
PR.AT-02",No Gap,N/A,9.9.3,Partial Gap,"Missing specification(s) in PCI DSS:
'Train datacenter personnel'.","12.6.3.1
12.10.4",Partial Gap,"Recommend that the full CCM control specification is to be used to close the gap.
The mapped PCI DSS control cover in part the high specificity of the CCM control
objective."
Datacenter Security,Cabling Security,DCS-12,"Define, implement and evaluate processes, procedures and technical
measures that ensure a risk-based protection of power and telecommunication
cables from a threat of interception, interference or damage at all facilities,
offices and rooms.
",A1.2,Full Gap,"Recommend the full V4 control specification to be used to close the gap.
Portion in the mapped control(s) contributing to the partial gap, that
is, covering in part the V4 control:
(A1.2) 'Identifies Environmental Threats', 'Implements and Maintains
Environmental Protection Mechanisms'.",BCR - 03,Partial Gap,"Missing specification(s) in CCMv3.0.1:
'Define, implement and evaluate processes, procedures and technical measures that ensure a risk-based protection of telecommunication cables'",No Mapping,Full Gap,The full V4 control specification is missing from CISv8.0 and has to be used to close the gap.,"PE1.3
NC1.2",Partial Gap,"Missing specification(s) in SOGP: 
'protection of power and telecommunication cables from a threat of interception'.",27001: A.11.2.3,No Gap,N/A,27001: A.7.12,No Gap,N/A,"PE-9
PE-9(1)
PE-9(2)
PE-19
PE-19(1)",No Gap,N/A,"PR.AC-2
PR.PT-4",Partial Gap,"Missing specification(s) in the CSF: 
'ensure a risk-based protection of power and telecommunication cables'.","PR.AA-06
PR.IR-01",Partial Gap,"Missing specification(s) in the CSF: 
'ensure a risk-based protection of power and telecommunication cables'.",9.1.3,No Gap,N/A,No Mapping,Full Gap,The full CCM control specification is missing from the PCI DSS and has to be used to close the gap.
Datacenter Security,Environmental Systems,DCS-13,"Implement and maintain data center environmental control systems
that monitor, maintain and test for continual effectiveness the temperature
and humidity conditions within accepted industry standards.
",A1.2,Partial Gap,"Missing specification(s) in TSC 2017:
'temperature and humidity conditions within accepted industry standards'.",BCR - 03,Partial Gap,"Missing specification(s) in CCMv3.0.1:
'within accepted industry standards'",No Mapping,Full Gap,The full V4 control specification is missing from CISv8.0 and has to be used to close the gap.,PE1.4,Partial Gap,"Missing specification(s) in SOGP: 
'monitor, maintain and test for continual effectiveness the temperature and humidity conditions'.",27001: A.11,No Gap,N/A,"27001: A.7.8
27001: A.7.9
27002: 7.8 (c, e)
27002: 7.9 (b)",No Gap,N/A,"MA-6
MA-6(1)
MA-6(2)
PE-13
PE-13(1)
PE-13(4)
PE-14
PE-14(1)
PE-15
PE-15(1)",No Gap,N/A,"PR.IP-5
DE.CM-2",Partial Gap,Recommend that the full CCM control specification is to be used to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,PR.IR-02,Partial Gap,"Missing specification(s) in the CSF: 
'monitor, maintain and test for continual effectiveness' (the temperature and humidity conditions) 
'within accepted industry standards'.",No Mapping,Full Gap,The full V4 control specification is missing from PCI DSS v3.2.1 and has to be used to close the gap.,No Mapping,Full Gap,The full CCM control specification is missing from the PCI DSS and has to be used to close the gap.
Datacenter Security,Secure Utilities,DCS-14,"Secure, monitor, maintain, and test utilities services for continual
effectiveness at planned intervals.
",No Mapping,Full Gap,The full V4 control specification is missing from TSC 2017 and has to be used to close the gap.,BCR - 03,No Gap,N/A,No Mapping,Full Gap,The full V4 control specification is missing from CISv8.0 and has to be used to close the gap.,PE1.3,No Gap,N/A,"27001: A.17.1.3
27001: A.11.2.1
27001: A.11.2.2",Partial Gap,"Missing specification(s) in ISOs:
No requirements to exercise environmental controls","27001: A.7.11
27002: 7.11 (a - g)",No Gap,N/A,"MA-6
MA-6(1)
MA-6(2)",No Gap,N/A,"PR.AC-2
DE.CM-2
PR.IP-5
ID.SC-5",Partial Gap,Recommend that the full CCM control specification is to be used to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,"PR.AA-06
DE.CM-02
PR.IR-02",Partial Gap,"Missing specification(s) in the CSF: 
'test utilities services for continual effectiveness at planned intervals'.",No Mapping,Full Gap,The full V4 control specification is missing from PCI DSS v3.2.1 and has to be used to close the gap.,No Mapping,Full Gap,The full CCM control specification is missing from the PCI DSS and has to be used to close the gap.
Datacenter Security,Equipment Location,DCS-15,"Keep business-critical equipment away from locations subject to high
probability for environmental risk events.
","A1.2
CC3.2",Partial Gap,"Recommend the full V4 control specification to be used to close the gap.
Portion in the mapped control(s) contributing to the partial gap, that
is, covering in part the V4 control:
(A1.2) 'Identifying Environmental Threats'
(CC3.2)  'Analyzes Internal and External Factors', 'Identifies and
Assesses Criticality of Information Assets and Identifies Threats and
Vulnerabilities'.",BCR - 06,No Gap,N/A,No Mapping,Full Gap,The full V4 control specification is missing from CISv8.0 and has to be used to close the gap.,PE1.1,No Gap,N/A,"27001: A.11.2.1
27002: 11.2.1",No Gap,N/A,"27001: A.7.5
27001: A.7.8",No Gap,N/A,"PE-18
PE-23",No Gap,N/A,PR.IP-5,Partial Gap,Recommend that the full CCM control specification is to be used to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,PR.IR-02,Partial Gap,Recommend that NIST CSF 2.0 use the full CCM control specification to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,No Mapping,Full Gap,The full V4 control specification is missing from PCI DSS v3.2.1 and has to be used to close the gap.,No Mapping,Full Gap,The full CCM control specification is missing from the PCI DSS and has to be used to close the gap.
Data Security and Privacy Lifecycle Management,Security and Privacy Policy and Procedures,DSP-01,"Establish, document, approve, communicate, apply, evaluate and maintain
policies and procedures for the classification, protection and handling of data
throughout its lifecycle, and according to all applicable laws and regulations,
standards, and risk level. Review and update the policies and procedures at
least annually.
","PI1.1
PI1.5
P4.1
P4.2
P4.3
CC5.3",Partial Gap,"Missing specification(s) in TSC 2017:
'data classification policies and procedures'
'Review and update the policies and procedures at least annually'.","DSI-04
GRM-06
GRM-09",Partial Gap,"Missing specification(s) in CCMv3.0.1:
'apply and evaluate policies and procedures for the classification, protection and handling of data throughout its lifecycle and according to all applicable laws and regulations, standards, and risk level.'
Requirement of 'at least annually' in last sentence.",3.1,No Gap,N/A,"IM1.1
IM1.2",Partial Gap,"Missing specification(s) in SOGP: 
'review and update the policies and procedures at least annually'.","27001: 5.1
27001: 5.2
27001: 7.3
27001: 7.4
27001: 7.5
27001: 9.1
27001: 9.3
27001: A.5
27002: 5
27001: A.8.2.1
27001: A.12.1
27002: 12.1",Partial Gap,"Missing specification(s) in ISOs:
Requirement to review and update the policies and procedures at least annually.","27001: 5.1
27001: 5.2
27001: 7.3
27001: 7.4
27001: 7.5
27001: 9.1
27001: 9.3
27001: A.5.1
27001: A.5.4
27001: A.5.10
27001: A.5.12
27001: A.5.34
27001: A.5.37
27002: 5.1 (j)",Partial Gap,"Missing specification(s) in ISOs:
'at least annually (Review)'.","PL-2
PL-7
PM-17
PM-18
PM-19
PM-20
PM-20(1)
PM-23
PM-24
PM-26
PT-1
PT-5
PT-5(2)
PT-6
PT-6(1)
PT-7
PT-7(2)",No Gap,N/A,"ID.GV-1
ID.GV-3
ID.AM-5
PR.IP-6",Partial Gap,"Missing specification(s) in the CSF: 
'review and update the policies and procedures at least annually'.","GV.PO-01
GV.PO-02
GV.OC-03
ID.AM-07
ID.IM-03",Partial Gap,"Missing specification(s) in the CSF: 
'document, approve, maintain policies and procedures'
'policies and procedures for the classification, protection and handling of data throughout its lifecycle'
'at least annually'.","12.1
12.1.1
12.11
12.3",Partial Gap,"Missing specification(s) in PCI DSS:
'approve policies and procedures for the classification, protection and handling of data throughout its lifecycle'.","12.1.1
12.1.2
12.1.3
12.1.4
12.3.1
12.3.2
12.4.1
12.10.1",No Gap,N/A
Data Security and Privacy Lifecycle Management,Secure Disposal,DSP-02,"Apply industry accepted methods for the secure disposal of data from
storage media such that data is not recoverable by any forensic means.
","CC6.1
CC6.2
CC6.3
CC6.4
CC6.5
CC6.7
P4.3",Partial Gap,"Missing specification(s) in TSC 2017:
'disposal of data from storage media is not recoverable by any forensic
means'.",DSI-07,Partial Gap,"Missing specification(s) in CCMv3.0.1:
'Apply industry accepted methods for the secure disposal of data'",3.5,Partial Gap,"Missing specifications in CISv8.0:
'data is not recoverable by any forensic means.'","IM1.1
IM1.3",No Gap,N/A,"27001: A.8.3.2
27002: 8.3.2
27001: A.11.2.7
27002: 11.2.7",Partial Gap,"Missing specification(s) in ISOs:
Requirement to ensure that data is not recoverable by any forensic means.","27001: A.7.10
27001: A.7.14
27001: A.8.10
27002: 7.10 (Secure reuse or disposal)",No Gap,N/A,"PM-22
SI-12
SI-12(3)
SI-18
SI-18(1)
SI-18(4)
SI-18(5)",No Gap,N/A,PR.IP-6,Partial Gap,"Missing specification(s) in the CSF: 
'(disposal of data from storage media) data is not recoverable by any forensic means'.","GV.SC-10
PR.PS-02
PR.PS-03
ID.AM-08",Partial Gap,Recommend that NIST CSF 2.0 use the full CCM control specification to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,"3.1
9.8
9.8.1
9.8.2",No Gap,N/A,"3.2.1
3.7.5
9.4.7",No Gap,N/A
Data Security and Privacy Lifecycle Management,Data Inventory,DSP-03,"Create and maintain a data inventory, at least for any sensitive
data and personal data.
",CC6.1,No Gap,N/A,No Mapping,Full Gap,The full V4 control specification is missing from CCMv3.0.1 and has to be used to close the gap.,3.2,No Gap,N/A,"IM1.1
IM2.1",No Gap,N/A,"27001: A.8.1.1
27002: 8.1.1",Partial Gap,"Missing specification(s) in ISOs:
Requirement for maintaining an inventory for personal data","27001: A.5.9
27001: A.8.12",No Gap,N/A,"CM-12
CM-12(1)
PM-5
PM-5(1)
SI-12
SI-12(1)
SI-19
SI-19(1)
SI-19(2)",No Gap,N/A,ID.AM-5,No Gap,N/A,ID.AM-07,No Gap,N/A,No Mapping,Full Gap,The full V4 control specification is missing from PCI DSS v3.2.1 and has to be used to close the gap.,"3.2.1
9.4.5",Partial Gap,"Missing specification(s) in PCI DSS:
'data inventory for personal data'."
Data Security and Privacy Lifecycle Management,Data Classification,DSP-04,"Classify data according to its type and sensitivity level.
","CC6.1
C1.1",No Gap,N/A,DSI-01,No Gap,N/A,3.7,No Gap,N/A,IM1.2,No Gap,N/A,"27001: A.8.2.1
27002: 8.2.1",No Gap,N/A,27001: A.5.12,No Gap,N/A,"AC-16
AC-16(9)
PM-22
PM-23
PT-2
PT-2(1)
SI-18
SI-18(2)
SI-19
SI-19(6)",No Gap,N/A,ID.AM-5,No Gap,N/A,"ID.AM-05
ID.AM-07",No Gap,N/A,9.6.1,No Gap,N/A,"9.4.2
9.4.3",No Gap,N/A
Data Security and Privacy Lifecycle Management,Data Flow Documentation,DSP-05,"Create data flow documentation to identify what data is processed,
stored or transmitted where. Review data flow documentation at defined intervals,
at least annually, and after any change.
",No Mapping,Full Gap,The full V4 control specification is missing from TSC 2017 and has to be used to close the gap.,DSI-02,Partial Gap,"Missing specification(s) in CCMv3.0.1:
'Review data flow documentation at defined intervals, at least annually, and after any change.'",3.8,No Gap,N/A,IM1.1,No Gap,N/A,No Mapping,Full Gap,The full V4 control specification is missing from the ISOs and has to be used to close the gap.,No Mapping,Full Gap,The full CCM control specification is missing from the ISOs and has to be used to close the gap.,"AC-4
AC-4(1)-(3)
AC-4(5)-(8)
AC-4(10)
AC-4(12)
AC-16
AC-16(3)
AC-16(7)
AC-16(8)
AC-4(13)
AC-4(19)
SA-5
SA-17
SA-17(3)
SC-7
SC-7(24)",No Gap,N/A,"ID.AM-3
DE.AE-1",Partial Gap,"Missing specification(s) in the CSF: 
'at least annually, and after any change'.",ID.AM-03,Partial Gap,"Missing specification(s) in the CSF: 
'at least annually, and after any change'.",1.1.3,No Gap,N/A,"1.2.4
12.5.2",No Gap,N/A
Data Security and Privacy Lifecycle Management,Data Ownership and Stewardship,DSP-06,"Document ownership and stewardship of all relevant documented personal
and sensitive data. Perform review at least annually.
","CC1.1
CC1.3
CC1.5
P2.1
P3.2
P6.7",No Gap,N/A,DSI-06,Partial Gap,"Missing specification(s) in CCMv3.0.1:
'Document ownership'
'all relevant documented personal data'
'Perform review at least annually'",3.1,No Gap,N/A,IM1.1,Partial Gap,"Missing specification(s) in SOGP: 
'Perform review at least annually'.",27001: A.8.1.2,Partial Gap,"Missing specification(s) in ISOs:
Requirement to perform a review at least annually.",27001: A.5.9,Partial Gap,"Missing specification(s) in ISOs:
'at least annually (Review)'.","PM-18
PM-19
PM-22
PT-2
PT-2(1)
PS-6
PS-6(2)
SI-12
SI-12(1)",No Gap,N/A,No Mapping,Full Gap,The full CCM control specification is missing from the CSF and has to be used to close the gap.,ID.AM-07,Partial Gap,Recommend that NIST CSF 2.0 use the full CCM control specification to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,No Mapping,Full Gap,The full V4 control specification is missing from PCI DSS v3.2.1 and has to be used to close the gap.,"3.1.1
3.2.1",Partial Gap,"Recommend that the full CCM control specification is to be used to close the gap.
The mapped PCI DSS control cover in part the high specificity of the CCM control
objective."
Data Security and Privacy Lifecycle Management,Data Protection by Design and Default,DSP-07,"Develop systems, products, and business practices based upon a principle
of security by design and industry best practices.
","PI1.2
PI1.3",Partial Gap,"Missing specification(s) in TSC 2017:
'security by design'.",No Mapping,Full Gap,The full V4 control specification is missing from CCMv3.0.1 and has to be used to close the gap.,16.1,Partial Gap,"Recommend the full V4 control specification to be used to close the gap.
Portion in the mapped control(s) contributing to the partial gap, that
is, covering in part the V4 control:
(16.1) 'Establish and maintain a secure application development process.
In the process, address such items as: secure application design
standards, secure coding practices'.","SD2.2
IM1.1",No Gap,N/A,"27001: A.14.1.1
27002:14.1.1
27001: A.14.2.5
27002:14.2.5",Partial Gap,"Missing specification(s) in ISOs:
incorporating security requirements at the design stage","27001: A.8.27
27001: A.8.28
27001: A.8.29
27002: 5.8 (Information security requirements a-i)",No Gap,N/A,"PM-17
PM-24
PM-25
PT-2
PT-2(2)
SA-3
SA-4
SA-5
SA-8
SA-8(9)
SA-8(13)
SA-8(18)
SA-8(20)
SA-8(22)
SA-8(23)
SA-8(33)
SA-15
SA-15(12)
SC-3
SC-3(3)
SC-7
SC-7(24)
SC-8
SC-8(1)-(4)
SC-28
SC-28(1)
SI-12
SI-12(1)-(3)",No Gap,N/A,"PR.IP-2
PR.PT-3
PR.AC-4",Partial Gap,Recommend that the full CCM control specification is to be used to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,"ID.AM-08
PR.PS-06",Partial Gap,"Missing specification(s) in the CSF: 
'principle of security by design'.",No Mapping,Full Gap,The full V4 control specification is missing from PCI DSS v3.2.1 and has to be used to close the gap.,6.2.1,No Gap,N/A
